"platform","brand","keyword_matched","text","created_at","date","author","like_count","repost_count","post_uri"
"Bluesky","galaxy note","galaxy note","LA Galaxy  vs Minnesota United The model predicts that LA Galaxy won’t finish the season on a high note.  With injuries, however, I’m not confident in Minnesota United, either. #LegionofLoons","2025-10-16T18:55:46.171Z","2025-10-16 18:55:46.171000+00:00","bobvsoccer.bsky.social","0","0","at://did:plc:ldvhybtxiqgefxbbjmrfosaj/app.bsky.feed.post/3m3dgp4u6742m"
"Bluesky","galaxy note","galaxy note","pixel 10 fold is the new galaxy note 7 and iphone 6 combined","2025-10-17T12:35:48.059Z","2025-10-17 12:35:48.059000+00:00","jeder.at.miau.jeder.pl","0","0","at://did:plc:jk3pkgc4s5curzxnykglnonf/app.bsky.feed.post/3m3fbycnotpc2"
"Bluesky","galaxy note","galaxy note","Think about the Samsung Galaxy Note 5 keyboard cover, but bluetooth.","2025-10-17T16:48:48.319Z","2025-10-17 16:48:48.319000+00:00","andjohn.bsky.social","0","0","at://did:plc:duxvkmqo6gqqnjhlen734k6o/app.bsky.feed.post/3m3fq2zdaks2n"
"Bluesky","galaxy note","galaxy note","187. Cinder House by Freya Marske. Fantasy. Appreciated this a bit more than I actually enjoyed it, but it delighted me endlessly; such a cool take on ghosts, and adored the ending! The author's note at the end was a galaxy-brain moment, made me think about everything in a very different way!","2025-10-17T18:30:32.243Z","2025-10-17 18:30:32.243000+00:00","raenbowpunk.bsky.social","2","0","at://did:plc:ho4ew7b33zsoighss6ofcbd6/app.bsky.feed.post/3m3fvqwiat22s"
"Bluesky","galaxy note","galaxy note","Đã ghi nhận. Tôi sẽ tập trung vào nội dung liên quan đến tháng 10 năm 2025. Hãy cho tôi biết bạn cần thông tin cụ thể gì về thời điểm này? Đã ghi nhận. Tôi sẽ tập trung vào nội dung liên quan đến tháng 10 năm 2025. Hãy cho tôi biết bạn cần thông tin cụ thể gì về thời điểm này? Giới thiệu Điện…","2025-10-17T18:53:10Z","2025-10-17 18:53:10+00:00","queenvn.bsky.social","0","0","at://did:plc:olk6mhrifauaodxiquffevdd/app.bsky.feed.post/3m3fwzhhvyj2d"
"Bluesky","galaxy note","galaxy note","Almost forgot the mid-month reminder that my #scifi novel ""Doctor Galaxy"" is a Kindle Monthly Deal this October. A reality TV show for a galaxy of aliens, starring our own human doctor Alexi Sur!","2025-10-17T22:57:56.702Z","2025-10-17 22:57:56.702000+00:00","jennyschwartz.bsky.social","2","0","at://did:plc:gpu5szddqhsd4f4ns3glch54/app.bsky.feed.post/3m3gep3oatk2c"
"Bluesky","galaxy note","galaxy note","Me when my phone is a Samsung Galaxy Note 7","2025-10-17T23:55:21.579Z","2025-10-17 23:55:21.579000+00:00","abnormal.gay","3","0","at://did:plc:tjantiw4j4ownmsjb2hxhdtt/app.bsky.feed.post/3m3ghvqxkjs2o"
"Bluesky","galaxy note","galaxy note","haven't even watched death note but even i feel that zeroing in on ""light isn't actually the 12d chess galaxy brain genius they play him up to be"" is literally the least compelling way to look at it even as a jokey for fun thing lol","2025-10-17T23:56:29.700Z","2025-10-17 23:56:29.700000+00:00","itmetch.bsky.social","0","0","at://did:plc:kjt4bn7ymk6kqizaned2bkz2/app.bsky.feed.post/3m3ghxuhc4u2l"
"Bluesky","galaxy note","galaxy note","the world if samsung galaxy note 9 bootloader signing key leak","2025-10-18T20:22:29.769Z","2025-10-18 20:22:29.769000+00:00","aagaming.me","24","1","at://did:plc:owu62bybwircbrojnru5axov/app.bsky.feed.post/3m3imi2c4gk2s"
"Bluesky","galaxy note","galaxy note","Galaxy Analyst Explains Why Bull Run Is Far From Over October’s wobble hasn’t broken the cycle, Alex Thorn, Galaxy Digital’s head of research, argues. The note was first sent to subscribers of Galaxy Research’s Weekly Research Brief and later reproduced on X. Thorn says the Oct. 10 sell-off began…","2025-10-19T01:22:13Z","2025-10-19 01:22:13+00:00","finovohub.bsky.social","0","0","at://did:plc:icwqhvf64bhfyv37tqxfjrjl/app.bsky.feed.post/3m3j5a2gwcy2p"
"Bluesky","galaxy note","galaxy note","Useless Halloween (kind of) music and video game fact that I thought I would share: ""Waltz of the Boos"" from Super Mario Galaxy begins with three notes (A, D, and E) that create a 4-note arpeggio in an order that spells the word ""dead"". Just sharing a useless fact. Bonus:  It appears in once","2025-10-19T02:34:48.209Z","2025-10-19 02:34:48.209000+00:00","louisianajones83.bsky.social","1","0","at://did:plc:fwxvogc3qt4fz4rb4f52oadn/app.bsky.feed.post/3m3jbbrupmk2l"
"Bluesky","galaxy note","galaxy note","There Are Three Major Tailwinds for Crypto’s Next Rally, Says Galaxy Digital’s Alex Thorn October’s wobble hasn’t broken the cycle, Alex Thorn, Galaxy Digital’s head of research, argues. The note was first sent to subscribers of Galaxy Research’s Weekly Research Brief and later reproduced on X.…","2025-10-19T04:10:52Z","2025-10-19 04:10:52+00:00","earlybirdsinvest.bsky.social","0","0","at://did:plc:pvbujilqmvpgb6todis2cfwd/app.bsky.feed.post/3m3jgnn3xgu2w"
"Bluesky","galaxy note","galaxy note","Diwali Sale FEDUS 8K Ultra HD HDMI Connector Male to Female Converter, Product Description Right Angle USB C Adapter 40Gbps Feature Support the 240W PD Fast charging, can realize the maximum 5V/3A-20V/5A, can provid the fastest possible charging for your devices. Compatible designed for most Type…","2025-10-19T14:14:58Z","2025-10-19 14:14:58+00:00","bhulekhup.bsky.social","0","0","at://did:plc:qkj6rzqlkyicthgrcf6db7qj/app.bsky.feed.post/3m3kiftvnn22e"
"Bluesky","galaxy note","galaxy note","I remember giving someone shit for getting a galaxy note 2 because it was pointlessly large, but these days it'd be considered normal","2025-10-19T15:15:28.816Z","2025-10-19 15:15:28.816000+00:00","retr0.id","1","0","at://did:plc:vwzwgnygau7ed7b7wt5ux7y2/app.bsky.feed.post/3m3klry5hw22z"
"Bluesky","galaxy note","galaxy note","This is what I kind of love about the tyranids in 40k. They believe in no ideology, they seek no conquest. They just want to eat everything the galaxy has for consumption before moving on. Some people think this makes them one note but I dig it. I appreciate something with understandable goals","2025-10-19T19:09:57.705Z","2025-10-19 19:09:57.705000+00:00","voicesbyzane.bsky.social","4","0","at://did:plc:wiw2flcb762ybvhg7gj3bf2k/app.bsky.feed.post/3m3kyvbbue22z"
"Bluesky","galaxy note","galaxy note","Quick side note; although already mentioned in about post I would still like to include those two for future reference","2025-10-19T22:04:34.688Z","2025-10-19 22:04:34.688000+00:00","pennoms.bsky.social","1","0","at://did:plc:37eogxsmip6krgz5h7p6xmey/app.bsky.feed.post/3m3lcniwnl22x"
"Bluesky","galaxy note","galaxy note","Galaxy A73 joins the One UI 8 update party This week starts on a good note for all Galaxy A73 users, as the phone has started getting the One UI 8.0 update. It brings several new and improved featu... #Firmware #Phone #Android #16 #Galaxy #A73 #One #UI #8.0 Origin | Interest | Match","2025-10-20T04:14:28.000Z","2025-10-20 04:14:28+00:00","android.activitypub.awakari.com.ap.brid.gy","0","0","at://did:plc:etkadjdby46s2skc4shoxp6q/app.bsky.feed.post/3m3lzcerzjp62"
"Bluesky","galaxy note","galaxy note","Galaxy A73 joins the One UI 8 update party This week starts on a good note for all Galaxy A73 users, as the phone has started getting the One UI 8.0 update. It brings several new and improved featu... #Firmware #Phone #Android #16 #Galaxy #A73 #One #UI #8.0 Origin | Interest | Match","2025-10-20T04:14:28.000Z","2025-10-20 04:14:28+00:00","android.activitypub.awakari.com.ap.brid.gy","0","0","at://did:plc:etkadjdby46s2skc4shoxp6q/app.bsky.feed.post/3m3lzcvg3lw62"
"Bluesky","galaxy note","galaxy note","Galaxy A73 joins the One UI 8 update party This week starts on a good note for all Galaxy A73 users, as the phone has started getting the One UI 8.0 update. It brings several new and improved featu... #Firmware #Phone #Android #16 #Galaxy #A73 #One #UI #8.0 Origin | Interest | Match","2025-10-20T04:14:28.000Z","2025-10-20 04:14:28+00:00","android.activitypub.awakari.com.ap.brid.gy","0","0","at://did:plc:etkadjdby46s2skc4shoxp6q/app.bsky.feed.post/3m3mne5lobuq2"
"Bluesky","galaxy note","galaxy note","# Samsung Galaxy Note 20 Ultra 256GB: Đỉnh Cao Công Nghệ – Trải Nghiệm Đẳng Cấp Samsung Galaxy Note 20 Ultra 256GB: Đỉnh Cao Công Nghệ - Trải Nghiệm Đẳng Cấp Tháng 10 năm 2025 - Samsung Galaxy Note 20 Ultra 256GB tiếp tục là lựa chọn hàng đầu cho những người dùng công nghệ đam mê hiệu suất và…","2025-10-20T04:18:49Z","2025-10-20 04:18:49+00:00","queenvn.bsky.social","0","0","at://did:plc:olk6mhrifauaodxiquffevdd/app.bsky.feed.post/3m3lxkqgvph2g"
"Bluesky","galaxy note","galaxy note","on another note, thanks galaxy explorer LMAO","2025-10-20T04:53:40.210Z","2025-10-20 04:53:40.210000+00:00","oopsiejadey.bsky.social","10","0","at://did:plc:kk5ge52fojim4lq5w73koda3/app.bsky.feed.post/3m3lzize2bk2q"
"Bluesky","galaxy note","galaxy note","⚽️🎙 LIVE SHOW TONIGHT! 🎙⚽️ The LA Galaxy finally see the 2025 season come to an end. Did they leave it on a high note? And what is to come this offseason? Let's talk! 📆 TONIGHT ⏰ 8 PM 👥 Josh + @Kbaxter11 📺 youtube.com/live/-RTuv8-... #LAGalaxy #MLS  #Soccer #Podcast","2025-10-21T00:00:10.551Z","2025-10-21 00:00:10.551000+00:00","galaxypodcast.bsky.social","0","0","at://did:plc:gpd6rc2lbrj3yssbgdvwe2br/app.bsky.feed.post/3m3nzl6wqwh22"
"Bluesky","galaxy note","galaxy note","Diwali Sale FEDUS 8K Ultra HD HDMI Connector 90+270 Degree L-Shape Male Product Description Right Angle USB C Adapter 40Gbps Feature Support the 240W PD Fast charging, can realize the maximum 5V/3A-20V/5A, can provid the fastest possible charging for your devices. Compatible designed for most Type…","2025-10-21T01:14:34Z","2025-10-21 01:14:34+00:00","bhulekhup.bsky.social","0","0","at://did:plc:qkj6rzqlkyicthgrcf6db7qj/app.bsky.feed.post/3m3o5q7ud5227"
"Bluesky","galaxy note","galaxy note","LOVE ME SOME LEIJI VERSE *note: Leiji Matsumoto collabed with Daft Punk to make Interstella5555. He was also behind My Youth In Arcadia (Space Pirate Captain Harlock), Galaxy Express 999, and more! He's got a very unique art style and I love his work","2025-10-21T05:10:51.520Z","2025-10-21 05:10:51.520000+00:00","crtcryptid.bsky.social","2","0","at://did:plc:mglpbtybgrppbeu3c76ankcs/app.bsky.feed.post/3m3okwodq2s22"
"Bluesky","galaxy note","galaxy note","Diwali Sales rts 2 Pack USB Type C to USB A Female Adapter Fast Charging/… Product Description Compatible device: (incomplete list) [Universal Compatibility] Compatible with Macbook, laptops, tablets and smartphones with a USB Type C port.Phone, Smart Phone, USB Flash Disk, USB Cable, Keyboard,…","2025-10-21T20:37:09Z","2025-10-21 20:37:09+00:00","bhulekhup.bsky.social","0","0","at://did:plc:qkj6rzqlkyicthgrcf6db7qj/app.bsky.feed.post/3m3q6p2sahg2j"
"Bluesky","galaxy note","galaxy note","Clip also has a list of compatible Galaxy line devices too (so looks like you got a few different models to choose from if need be for your budget) support.clip-studio.com/en-us/faq/ar...","2025-10-22T04:20:45.229Z","2025-10-22 04:20:45.229000+00:00","paeonygalaxy.bsky.social","1","0","at://did:plc:7ohbpsgbrk3vclq73ciutfmv/app.bsky.feed.post/3m3qylyyqnc2b"
"Bluesky","galaxy note","galaxy note","Diwali Sales CARE CASE USB 2.0 To USB C Cable,USB To USB C Fast Charging … CARE CASE USB 2.0 To USB C Cable, USB To USB C Fast Charging Cable with Data Transfer Compatible With Android Phones. (Type C To USB Cable)Product Information : Connect USB Type-C enabled devices (MacBook, Chromebook Pixel,…","2025-10-22T07:11:37Z","2025-10-22 07:11:37+00:00","bhulekhup.bsky.social","0","0","at://did:plc:qkj6rzqlkyicthgrcf6db7qj/app.bsky.feed.post/3m3rc5lplma2r"
"Bluesky","galaxy note","galaxy note","Note: Their line range is affordable, due to them being based on my phone. Which came from an affordable line of Galaxy phones. (Galaxy A)","2025-10-22T08:13:17.149Z","2025-10-22 08:13:17.149000+00:00","lunarslumber.bsky.social","0","1","at://did:plc:myvlmgy2cigm6vvxl54on5ix/app.bsky.feed.post/3m3rflsekv22q"
"Bluesky","galaxy note","galaxy note","📱 Samsung Screen Replacement – Fast, Reliable & Affordable! 🔧 Bring your Samsung Galaxy, Note, or S Series to life again — no more cracks, glitches, or display issues! Visit Cell Geeks today and get your screen looking brand new. cellgeeks.net #SamsungRepair #ScreenReplacement #SamsungGalaxy","2025-10-22T18:12:58.453Z","2025-10-22 18:12:58.453000+00:00","cellgeeksclovis.bsky.social","0","0","at://did:plc:7cwudwinqjgnc5zmfu6suybl/app.bsky.feed.post/3m3sh44suzk2z"
"Bluesky","galaxy note","galaxy note","Good luck poor people :/ ""Estimated 50,000 older Samsung devices to be blocked from mobile networks next month"" www.theguardian.com/australia-ne...","2025-10-23T05:11:06.405Z","2025-10-23 05:11:06.405000+00:00","nobodyinpoverty.bsky.social","10","6","at://did:plc:ent2civpdqvlvtnwmsudhyhq/app.bsky.feed.post/3m3tluxhj6c2d"
"Bluesky","galaxy note","galaxy note","Samsung Galaxy Buds3 Pro Redefine your listening experience — featuring a tweeter & dual amp. They minimize distortion with powerful dual amp. Hear each note in crystal-clear clarity, with 24-bit CODEC.  Samsung Galaxy Buds3 Pro - 500k ugx  We deliver countrywide Call/WhatsApp +256 704 196 951","2025-10-23T06:25:19.841637Z","2025-10-23 06:25:19.841637+00:00","discountstore.ug","0","0","at://did:plc:5guhoieaf4zrr356toa63hvj/app.bsky.feed.post/3m3tpzosy2a2i"
"Bluesky","galaxy note","galaxy note","After two years I finally managed to offer a patreon-system membership via ko-fi.com/activistwitch read alt for full details. If you can support us here's some extra perks, but knowledge and educational content will always be free for everyone #witchsky","2025-10-23T15:23:46.151Z","2025-10-23 15:23:46.151000+00:00","activistwitch.co.uk","11","1","at://did:plc:fr6qoa4xmmihbtk4ykom3dt4/app.bsky.feed.post/3m3uo4icn3k2p"
"Bluesky","galaxy note","galaxy note","#MNUFC ends regular season on down note after defeat to #LAGalaxy. Next up is the 2025 MLS Cup Playoffs and another showdown with the #Sounders","2025-10-23T15:41:01.445Z","2025-10-23 15:41:01.445000+00:00","northlandsoccer.com","3","1","at://did:plc:r2v2w4icwcwru75vjyshszr5/app.bsky.feed.post/3m3up3dmlwc2f"
"Bluesky","galaxy note","galaxy note","Also, you're prevented from talking to anyone. Not bc of laws tho, but rather bc of grammar.","2025-10-23T17:15:45.632Z","2025-10-23 17:15:45.632000+00:00","odanaos.bsky.social","1","0","at://did:plc:6x4ksihwt5edu23yurjamcwr/app.bsky.feed.post/3m3uueqigms26"
"Bluesky","galaxy note","galaxy note","Tomorrow night we have our key-note talk of the year, the Richard Lambert Lecture with Dr Julian Onions, an Astronomer working at the University of Nottingham. His subject will be ""Galaxy Evolution"".  Fri 24 Oct. at 8PM Rectory Cottages, Church Green Rd, Bletchley MK3 6BJ.  All welcome","2025-10-23T17:38:02.821Z","2025-10-23 17:38:02.821000+00:00","mkastronomy.bsky.social","1","1","at://did:plc:qyazs5etrsnuttd2vwhq2yin/app.bsky.feed.post/3m3uvmlqb7k2l"
"Bluesky","galaxy note","galaxy note","Buy the game from GOG. Don't reward Bethesda or Microsoft for it being over 15 years between mainline releases. www.gog.com/en/game/fall...","2025-10-23T20:56:45.238Z","2025-10-23 20:56:45.238000+00:00","leftback.bsky.social","1","0","at://did:plc:pfvkv54puwd5lh4yarc32taf/app.bsky.feed.post/3m3vapvthn22t"
"Bluesky","galaxy note","galaxy note","what trying to get your shit together looks like. for me. are 4 journals necessary? probably not, might actually be overkill, but keeping this separate and organized seems to be helping.","2025-10-24T00:50:35.771Z","2025-10-24 00:50:35.771000+00:00","scribophile.bsky.social","1","0","at://did:plc:3c3q72gycgycbu3a3pg2cwah/app.bsky.feed.post/3m3vns2fnrs2z"
"Bluesky","galaxy note","galaxy note","Yes! I often note the Millennium Falcon is a near perfect encapsulation of the actual franchise -- it's a hunk of junk that really shouldn't work, but not only is it the fastest ship in the galaxy, but we all fucking love it. It's not just fine that it doesn't make sense -- it's feature, not bug.","2025-10-24T12:11:55.624Z","2025-10-24 12:11:55.624000+00:00","chuckwendig.bsky.social","43","0","at://did:plc:evum3ztvjvpmuc72fd5lhvjd/app.bsky.feed.post/3m3wtuehbm22w"
"Bluesky","galaxy note","galaxy note","Gally Nintendo Games Reveal!!! Do note that the Switch games are just the ones I own as physical copies. Of course I got many more digitally. 1. Switch games 2. Even more Switch games 3. Wii games 4. GameCube, DS, 3DS, GBA and N64 games (BONUS!!! PSP games) Specific games listed in alt text!","2025-10-24T19:41:18.919Z","2025-10-24 19:41:18.919000+00:00","gall4had.bsky.social","7","0","at://did:plc:bmdoskwiy33pljjrpnpuchn4/app.bsky.feed.post/3m3xmxwo62c2s"
"Bluesky","galaxy note","galaxy note","samsung have many problems like the note 7 original samsung fold galaxy ring ect- exploding broken screen broke for no reason in just 2 day by a review unit, galaxy ring blow up, Everytime HUAWEI wins and no issue, sadly many lies on the internet, Even mate xt survive many drop even mate x 2019 😊","2025-10-25T10:26:45.438Z","2025-10-25 10:26:45.438000+00:00","huawei2025v.bsky.social","0","0","at://did:plc:pthys6e3a4f6bpl5atfqbv4s/app.bsky.feed.post/3m3z6ha2fmc25"
"Bluesky","galaxy note","galaxy note","your girlfriend went to the feathers friday and they said you watched tiktoks on their galaxy note 7 and then lost all their money from gambling now they're sat on the floor","2025-10-25T14:19:38.18026400Z","2025-10-25 14:19:38.180264+00:00","conarbot.bsky.social","0","0","at://did:plc:vfdfajk2pk3qg4dxp37w6tm7/app.bsky.feed.post/3m3zlhqs5td2d"
"Bluesky","galaxy note","galaxy note","On the final note: I may not speak for Iron Galaxy but I’m sure they have their reasons to block you, like spamming posts, or responding extra negatively to their posts. It’s not that deep. You can do something constructive like email marketing or complete surveys to vent your frustrations.","2025-10-25T14:30:38.135Z","2025-10-25 14:30:38.135000+00:00","ashleighrpg.bsky.social","1","0","at://did:plc:4aiyt7wb3fjz5cbp2t7hqijg/app.bsky.feed.post/3m3zm3dobbk2w"
"Bluesky","galaxy note","galaxy note","side note i love that you put emojis next to their names mario galaxy style","2025-10-25T18:25:08.609Z","2025-10-25 18:25:08.609000+00:00","0retro0.bsky.social","1","0","at://did:plc:cwarnxbm42hphre224kxvyld/app.bsky.feed.post/3m3zz6njo2223"
"Bluesky","galaxy note","galaxy note","Posted my #Swansuke fic for the 18+ Giddy Up, Galaxy! zine ^___^ The zine link is in the fic notes, please check it out!! archiveofourown.org/works/72694821","2025-10-26T14:24:26.595Z","2025-10-26 14:24:26.595000+00:00","ladydorian.bsky.social","1","2","at://did:plc:ckxcg5vphc5q7fjlrkhmu743/app.bsky.feed.post/3m44475zlfc22"
"Bluesky","galaxy note","galaxy note","noteを更新しました：「Samsung Galaxy Z Flip7 実機貸与レビュー iPhone15ProMaxサイズのスマホがGBASP・折りたたみガラケーのように無理なくポケットに収まる感動！」 -  https://t.co/FK4Uapb0ST","2025-10-26T19:01:53.113Z","2025-10-26 19:01:53.113000+00:00","showya.bsky.social","0","0","at://did:plc:4ntf3yfduqt7bc2catsl37sd/app.bsky.feed.post/3m44lpbp2fw2k"
"Bluesky","galaxy note","galaxy note","Love the glasses and necklace! Also is that a galaxy note 10+?","2025-10-26T20:03:02.757Z","2025-10-26 20:03:02.757000+00:00","mucephie.bsky.social","1","0","at://did:plc:vm6kmixz6m3n3aququs7yhzv/app.bsky.feed.post/3m44p4mz7oc2t"
"Bluesky","galaxy note","galaxy note","The battery might also be pillowing out causing the crack (you might be able to find a replacement back and battery online). The Note 10+ is tied for my favourite phone (alongside the Galaxy S3 SGH-I747M)","2025-10-26T23:56:25.525Z","2025-10-26 23:56:25.525000+00:00","mucephie.bsky.social","0","0","at://did:plc:vm6kmixz6m3n3aququs7yhzv/app.bsky.feed.post/3m4545x3qt22t"
"Bluesky","galaxy note","galaxy note","Đây là điện thoại Xiaomi giá dưới 7 triệu đáng mua nhất, camera 200MP nên sát thương Galaxy S25 Ultra Chỉ với số tiền chưa đến 7 triệu đồng, khách Việt đã có cơ hội trải nghiệm Chiếc điện thoại thông minh tầm trung đình đám nhà Xiaomi sở hữu camera 200MP chất liệu thân thiện với Galaxy S25 Ultra.…","2025-10-27T08:40:32Z","2025-10-27 08:40:32+00:00","raisewill8488.bsky.social","0","0","at://did:plc:nbpuoxjqisx6dfs7hvr3jlrz/app.bsky.feed.post/3m45zh63bgr2p"
"Bluesky","galaxy note","galaxy note","If you're in the US and you haven't grabbed a copy of ""Doctor Galaxy"" the Kindle Monthly Deal ends this week. Same for my dystopian fantasy novel ""Stray Magic"", an apocalypse with griffins.  If you could run away to from your family to star in an alien TV show, would you?","2025-10-27T23:04:45.322Z","2025-10-27 23:04:45.322000+00:00","jennyschwartz.bsky.social","1","1","at://did:plc:gpu5szddqhsd4f4ns3glch54/app.bsky.feed.post/3m47jqhxtsk23"
"Bluesky","galaxy note","galaxy note","Maura Quint's favorite color is Semple-Klein purple. She invented a musical note that is available to everyone except Anish Kapoor. While she writes primarily in English, her first language is PIE. She lives in a houseboat with three roommates: Clotho, Lachesis, and Atropos and their pet galaxy.","2025-10-28T01:40:31.527Z","2025-10-28 01:40:31.527000+00:00","mauraquint.bsky.social","81","2","at://did:plc:p2dcugajbtsn44h5n2kgt7ox/app.bsky.feed.post/3m47sgz7e5k26"
"Bluesky","galaxy note","galaxy note","Here are some results of my trip to a dark sky site over the weekend. I got three of our Local Group galaxies, The Small Magellanic Cloud, The Large Magellanic Cloud and the Triangulum Galaxy. As a bonus I also got the Topsy Turvy Galaxy, NGC 1313. I'll post once I process the data #astrophotography","2025-10-28T08:04:02.451Z","2025-10-28 08:04:02.451000+00:00","givemespacetravel.bsky.social","2","0","at://did:plc:7fnis44sgvwhginydcl2xncc/app.bsky.feed.post/3m4ahusrpq22w"
"Bluesky","galaxy note","galaxy note","Fun side note: For some reason, the ""Sleep"" setting on my Galaxy watch did not kick on DND mode, which is why I awoke at 2:53 AM EDT and thought I misread what the final score and innings listing on the notification.  I did get back to sleep though, so it's good to know I didn't dream it","2025-10-28T12:52:34.627Z","2025-10-28 12:52:34.627000+00:00","hooverstreetrag.org","2","0","at://did:plc:y3caxnlaf3dzjx6u7e7a7y67/app.bsky.feed.post/3m4axyqcpik2e"
"Bluesky","galaxy note","galaxy note","noteを更新しました：「Samsung Galaxy Z Fold7 実機貸与レビュー 性能もサイズも一回り大きくなって帰ってきた「ポケットに突っ込めるタブレット」！かつ高性能スマホです！」 -  https://t.co/nYdsq93Cpd","2025-10-28T15:56:35.091Z","2025-10-28 15:56:35.091000+00:00","showya.bsky.social","0","0","at://did:plc:4ntf3yfduqt7bc2catsl37sd/app.bsky.feed.post/3m4bcbrmdgh25"
"Bluesky","galaxy note","galaxy note","Thirteen score and nine years ago, my father Bob Shumway brought forth a new Melmacian, conceived in wedlock 😬 and dedicated to the proposition that all cats are created dinner. The galaxy may little note nor long remember what happened that day, but it can never forget what I've done since.","2025-10-28T18:25:41.949Z","2025-10-28 18:25:41.949000+00:00","theolalfer.bsky.social","5","0","at://did:plc:kim655sreqe4kpz7rrvoxhd7/app.bsky.feed.post/3m4bkmfpen22r"
"Bluesky","galaxy note","galaxy note","Hello! I’m here to help you with any questions or tasks you might have. Whether you need information, assistance with a project, or just want to chat, feel free to let me know how I can assist you today! 😊 Hello! I'm here to help you with any questions or tasks you might have. Whether you need…","2025-10-29T00:36:34Z","2025-10-29 00:36:34+00:00","queenvn.bsky.social","0","0","at://did:plc:olk6mhrifauaodxiquffevdd/app.bsky.feed.post/3m4c7dm6tej2l"
"Bluesky","galaxy note","galaxy note","Feed: ""TheTechyLife"" By: John Elmore on Wednesday, October 29, 2025","2025-10-29T04:26:30.202233+00:00","2025-10-29 04:26:30.202233+00:00","longtail-news.bsky.social","0","0","at://did:plc:o6ggjvnj4ze3mnrpnv5oravg/app.bsky.feed.post/3m4cm6r3bdk2i"
"Bluesky","galaxy note","galaxy note","noteを更新しました：「Samsung Galaxy Buds 3 FE 実機貸与レビュー 強めのノイキャンに高い音質、値段を超える満足度を保証してくれます！」 -  https://t.co/ioO6W1afF5","2025-10-29T16:36:48.217Z","2025-10-29 16:36:48.217000+00:00","showya.bsky.social","0","0","at://did:plc:4ntf3yfduqt7bc2catsl37sd/app.bsky.feed.post/3m4duymab3p2x"
"Bluesky","galaxy note","galaxy note","Bí Quyết Sở Hữu Quyền Lực Công Nghệ Tối Thượng: Samsung Galaxy Note 9 512GB – Đẳng Cấp Vượt Thời Gian! Bí Quyết Sở Hữu Quyền Lực Công Nghệ Tối Thượng: Samsung Galaxy Note 9 512GB - Đẳng Cấp Vượt Thời Gian! Trong thế giới công nghệ không ngừng biến động, Samsung Galaxy Note 9 phiên bản 512GB vẫn…","2025-10-29T20:00:32Z","2025-10-29 20:00:32+00:00","queenvn.bsky.social","0","0","at://did:plc:olk6mhrifauaodxiquffevdd/app.bsky.feed.post/3m4eaexdbbz24"
"Bluesky","galaxy note","galaxy note","You do what canon Ben Solo does:  follow her from one end of the galaxy to the other with a “do you like me, check yes or no” note!","2025-10-29T21:02:58.593Z","2025-10-29 21:02:58.593000+00:00","rivkahbach.bsky.social","5","2","at://did:plc:sjtvnhtvztqzbcidsm5uh77o/app.bsky.feed.post/3m4eduknnc22a"
"Bluesky","galaxy note","galaxy note","UGC 5889 - From Judy Schmidt (geckzilla.bsky.social) - https://flic.kr/p/jc2eSy","2025-10-30T00:00:19.344004+00:00","2025-10-30 00:00:19.344004+00:00","hourlycosmos.bsky.social","77","10","at://did:plc:cz5uoq2emhdgxcnndqq5our4/app.bsky.feed.post/3m4enroicae2l"
"Bluesky","galaxy note","galaxy note","Hello! I’m here to help you with any questions or tasks you might have. Whether you need information, assistance with a project, or just want to chat, feel free to let me know how I can assist you! What’s on your mind today? 😊 Hello! I'm here to help you with any questions or tasks you might have.…","2025-10-30T07:29:08Z","2025-10-30 07:29:08+00:00","queenvn.bsky.social","0","0","at://did:plc:olk6mhrifauaodxiquffevdd/app.bsky.feed.post/3m4fgubnac526"
"Bluesky","galaxy note","galaxy note","Ich bin jetzt gedanklich beim Galaxy A56 mit 8 GB RAM und 256 GB Speicher*. Jemand Erfahrungen damit? *on a side note: Mein erster PC hatte 1 MB RAM und 40 MB Festplatte. Lol... 🤣🤣🤣","2025-10-30T07:49:28.440Z","2025-10-30 07:49:28.440000+00:00","susookie.bsky.social","6","0","at://did:plc:obubfblsnljn7mx247hz26iz/app.bsky.feed.post/3m4fhyljtas2v"
"Bluesky","galaxy note","galaxy note","Galaxy S25 Plus’ta patlama savı: Samsung aygıtı incelemeye aldı Güney Kore'den gelen ve Samsung forumlarını karıştıran sav, kullanıcıları Note 7 günlerine geri götüren kaygılar yarattı. Telefonun sahibi, aygıtı elinde tutarken birdenbire çok ısınma ve yüksek bir ses duyduğunu belirterek, telefonu…","2025-10-30T13:48:35Z","2025-10-30 13:48:35+00:00","teknogundemms.bsky.social","0","0","at://did:plc:if3rj673jdhdkpahoz7sq775/app.bsky.feed.post/3m4g42rjzqc2b"
"Bluesky","galaxy note","galaxy note","3 maneras de usar la IA para mejorar tu vida diaria con dispositivos Galaxy Venezuela, octubre de 2025 –Galaxy AI en tu smartphone Galaxy Z y Galaxy S, y en el Galaxy Watch8, te ayuda a vivir de forma más inteligente, saludable y eficiente. 1) Comunicación y productividad más inteligentes Las…","2025-10-30T19:38:17Z","2025-10-30 19:38:17+00:00","estamosenlinea.bsky.social","0","0","at://did:plc:62ab4kenaa4cbswuikbpalrh/app.bsky.feed.post/3m4gpm46l2s2u"
